,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y
442,1,0,2,1,0,0,1,6,3,1,0
443,4,1,6,0,2,0,1,6,3,1,0
444,0,1,2,0,0,0,1,6,3,1,0
445,1,1,7,1,0,0,1,6,3,1,0
446,9,1,5,0,0,0,1,6,3,1,1
447,9,1,0,1,0,2,1,6,3,1,0
448,9,1,0,1,0,0,1,6,3,1,0
449,1,1,0,0,0,2,1,6,3,1,0
450,9,1,0,1,0,0,1,6,3,1,0
451,8,2,2,1,2,0,1,6,3,1,0
452,4,1,6,0,0,0,1,6,3,1,0
453,0,1,6,0,2,0,1,6,3,1,0
454,9,1,5,0,2,0,1,6,3,1,0
455,0,1,3,0,0,0,1,6,3,1,0
456,4,1,5,1,2,0,1,6,3,1,0
457,10,2,0,0,2,0,1,6,3,1,0
458,3,1,0,0,0,0,1,6,3,1,0
459,1,1,1,0,0,2,1,6,3,1,0
460,0,2,2,1,0,0,1,6,3,1,0
461,9,0,3,0,0,0,1,6,3,1,0
462,6,1,6,0,2,0,1,6,3,1,0
463,1,2,2,0,2,0,1,6,3,1,0
464,7,1,3,0,0,0,1,6,3,1,0
465,0,1,3,0,2,2,1,6,3,1,0
466,4,1,1,1,0,0,1,6,3,1,0
467,4,1,5,1,2,0,1,6,3,1,0
468,0,1,0,0,2,0,1,6,3,1,0
469,4,1,6,0,0,0,1,6,3,1,1
470,9,2,5,1,1,1,1,6,3,1,0
471,4,1,5,0,2,0,1,6,3,1,0
472,0,0,3,0,0,0,1,6,3,1,0
473,0,1,6,1,2,0,1,6,3,1,0
474,1,0,0,0,0,0,1,6,3,1,0
475,1,1,2,1,0,0,1,6,3,1,0
476,11,1,7,1,0,0,1,6,3,1,0
477,1,1,0,1,0,0,1,6,3,1,0
478,5,1,6,0,0,0,1,6,3,1,0
479,4,1,7,1,0,0,1,6,3,1,0
480,9,2,3,1,0,2,1,6,3,1,0
481,7,1,3,0,2,0,1,6,3,1,0
482,5,1,0,0,0,0,1,6,3,1,0
483,11,1,7,1,2,0,1,6,3,1,0
484,4,1,1,1,2,2,1,6,3,1,0
485,0,1,6,0,1,1,1,6,3,1,0
486,0,2,6,1,0,0,1,6,3,1,0
487,9,1,5,0,2,0,1,6,3,1,0
488,3,1,5,1,0,0,1,6,3,1,0
489,9,1,7,0,2,0,1,6,3,1,0
490,9,1,6,0,2,0,1,6,3,1,0
491,10,1,2,1,0,0,1,6,3,1,0
492,7,1,2,0,0,0,1,6,3,1,0
493,1,1,2,1,0,0,1,6,3,1,0
494,0,2,6,1,1,1,1,6,3,1,0
495,7,1,3,1,1,1,1,6,3,1,0
496,9,1,5,0,2,0,1,6,3,1,0
497,0,0,6,1,2,0,1,6,3,1,0
498,0,1,5,0,2,0,1,6,3,1,0
499,0,1,1,1,2,0,1,6,3,1,0
500,2,1,6,1,0,0,1,6,3,1,0
501,0,1,2,0,1,1,1,6,3,1,0
502,0,1,2,0,0,0,1,6,3,1,0
503,7,0,3,1,2,0,1,6,3,1,0
504,7,1,3,1,2,0,1,6,3,1,1
505,2,1,6,0,0,0,1,6,3,1,0
506,9,2,6,0,0,0,1,6,3,1,0
507,11,2,7,1,2,0,1,6,3,1,0
508,9,1,6,0,2,0,1,6,3,1,0
509,1,1,3,1,2,0,1,6,3,1,0
510,1,1,0,0,0,0,1,6,3,1,0
511,2,1,3,0,0,0,1,6,3,1,0
512,4,1,6,0,2,0,1,6,3,1,0
513,7,1,2,0,2,2,1,6,3,1,0
514,2,1,3,0,2,0,1,6,3,1,0
515,9,1,7,1,2,0,1,6,3,1,0
516,3,2,0,1,2,0,1,6,3,1,0
517,1,1,0,0,0,0,1,6,3,1,0
518,1,1,7,1,0,0,1,6,3,1,0
519,0,1,7,0,0,0,1,6,3,1,0
520,4,1,2,1,1,1,1,6,3,1,0
521,1,1,2,0,0,0,1,6,3,1,0
522,1,1,1,0,2,0,1,6,3,1,0
523,1,1,1,0,0,0,1,6,3,1,0
524,0,1,3,0,0,0,1,6,3,1,0
525,0,2,7,1,2,0,1,6,3,1,0
526,7,2,3,0,0,0,1,6,3,1,0
527,0,0,3,0,2,2,1,6,3,1,0
528,9,0,6,0,0,0,1,6,3,1,0
529,0,1,3,0,0,0,1,6,3,1,0
530,0,1,3,0,0,0,1,6,3,1,0
531,7,1,3,1,2,2,1,6,3,1,0
532,1,1,1,0,0,0,1,6,3,1,0
533,1,1,2,0,0,0,1,6,3,1,0
534,9,1,3,0,0,0,1,6,3,1,0
535,7,1,3,1,0,0,1,6,3,1,0
536,0,2,3,0,2,2,1,6,3,1,0
537,1,2,0,1,0,0,1,6,3,1,0
538,0,2,1,1,0,0,1,6,3,1,0
539,6,1,6,0,0,0,1,6,3,1,0
540,6,1,7,1,0,0,1,6,3,1,0
541,1,2,2,1,0,0,1,6,3,1,0
542,9,1,5,1,0,2,1,6,3,1,0
543,2,2,6,0,2,0,1,6,3,1,0
544,6,2,3,0,2,0,1,6,3,1,0
545,0,1,5,0,2,2,1,6,3,1,0
546,0,1,6,0,0,0,1,6,3,1,0
547,0,0,3,0,0,2,1,6,3,1,0
548,0,2,6,0,2,2,1,6,3,1,0
549,1,1,0,1,1,1,1,6,3,1,0
550,0,2,6,0,0,0,1,6,3,1,0
551,1,1,2,1,0,0,1,6,3,1,0
552,2,1,1,0,0,0,1,6,3,1,0
553,5,1,6,0,2,0,1,6,3,1,0
554,1,1,0,1,0,0,1,6,3,1,0
555,9,1,0,0,0,2,1,6,3,1,0
556,1,1,3,0,0,2,1,6,3,1,1
557,9,1,0,0,0,0,1,6,3,1,0
558,1,2,0,1,0,0,1,6,3,1,0
559,1,1,1,1,2,2,1,6,3,1,0
560,1,1,0,0,0,0,1,6,3,1,0
561,1,1,1,1,2,0,1,6,3,1,0
562,1,1,0,0,2,2,1,6,3,1,0
563,0,1,6,1,0,0,1,6,3,1,0
564,0,0,6,0,1,1,1,6,3,1,0
565,0,1,1,0,2,0,1,6,3,1,0
566,1,1,3,1,0,0,1,6,3,1,0
567,9,1,7,0,0,0,1,6,3,1,0
568,0,2,6,0,0,0,1,6,3,1,0
569,10,1,6,1,1,1,1,6,3,1,0
570,2,1,5,0,1,1,1,6,3,1,0
571,9,1,5,0,1,1,1,6,3,1,0
572,1,1,2,1,2,0,1,6,3,1,0
573,5,1,0,1,2,2,1,6,3,1,0
574,3,1,3,0,0,0,1,6,3,1,0
575,0,1,3,0,0,0,1,6,3,1,0
576,0,0,3,0,0,0,1,6,3,1,0
577,7,1,3,1,0,2,1,6,3,1,0
578,4,1,6,0,0,0,1,6,3,1,0
579,1,1,7,0,0,0,1,6,3,1,0
